epoch,metric,value
1781273107.817,vpd_kpa,0.5796
1781273107.817,temperature_c,23.65
1781273107.817,humidity_pct,78.72
1781273107.817,co2_ppm,967.7
1781273107.817,vpd_kpa,0.622
1781273114.043,dew_point_c,19.79
1781273114.043,fruiting_score,87.7
1781273125.229,temperature_c,23.77
1781273125.229,humidity_pct,79.12
1781273125.229,co2_ppm,803.1
1781273125.229,vpd_kpa,0.6145
1781273125.229,temperature_c,23.63
1781273125.229,humidity_pct,78.72
1781273125.229,co2_ppm,975.7
1781273125.229,vpd_kpa,0.6211
1781273131.431,dew_point_c,19.69
1781273131.431,fruiting_score,89.7
1781273142.617,temperature_c,23.34
1781273142.617,humidity_pct,77.47
1781273142.617,co2_ppm,825.7
1781273142.617,vpd_kpa,0.6462
1781273142.617,temperature_c,23.61
1781273142.617,humidity_pct,78.58
1781273142.617,co2_ppm,980.7
1781273142.617,vpd_kpa,0.6245
1781273148.923,dew_point_c,19.93
1781273148.923,fruiting_score,88.1
1781273160.096,temperature_c,23.45
1781273160.096,humidity_pct,79.53
1781273160.096,co2_ppm,839.6
1781273160.096,vpd_kpa,0.5909
1781273160.096,temperature_c,23.56
1781273160.096,humidity_pct,78.61
1781273160.096,co2_ppm,990.9
1781273160.096,vpd_kpa,0.6216
1781273166.329,dew_point_c,19.18
1781273166.329,fruiting_score,84.0
1781273177.507,temperature_c,23.54
1781273177.507,humidity_pct,79.16
1781273177.507,co2_ppm,862.3
1781273177.507,vpd_kpa,0.6051
1781273177.507,temperature_c,23.4
1781273177.507,humidity_pct,79.31
1781273177.507,co2_ppm,1005.8
1781273177.507,vpd_kpa,0.5954
1781273183.742,dew_point_c,19.71
1781273183.742,fruiting_score,87.6
1781273194.948,temperature_c,23.54
1781273194.948,humidity_pct,78.49
1781273194.948,co2_ppm,879.2
1781273194.948,vpd_kpa,0.6241
1781273194.948,temperature_c,23.88
1781273194.948,humidity_pct,79.03
1781273194.948,co2_ppm,1025.6
1781273194.948,vpd_kpa,0.6215
1781273201.198,dew_point_c,19.72
1781273201.199,fruiting_score,86.0
1781273212.387,temperature_c,23.5
1781273212.387,humidity_pct,78.94
1781273212.387,co2_ppm,894.9
1781273212.388,vpd_kpa,0.6101
1781273212.388,temperature_c,23.49
1781273212.388,humidity_pct,79.01
1781273212.388,co2_ppm,1046.4
1781273212.388,vpd_kpa,0.6074
1781273218.636,dew_point_c,19.58
1781273218.636,fruiting_score,84.0
1781273229.834,temperature_c,23.35
1781273229.834,humidity_pct,79.22
1781273229.834,co2_ppm,912.9
1781273229.834,vpd_kpa,0.596
1781273229.834,temperature_c,23.22
1781273229.834,humidity_pct,78.76
1781273229.834,co2_ppm,1067.8
1781273229.834,vpd_kpa,0.6045
1781273236.084,dew_point_c,19.63
1781273236.084,fruiting_score,84.3
1781273247.276,temperature_c,23.37
1781273247.276,humidity_pct,79.61
1781273247.276,co2_ppm,919.5
1781273247.276,vpd_kpa,0.5856
1781273247.276,temperature_c,23.86
1781273247.276,humidity_pct,78.96
1781273247.276,co2_ppm,1082.6
1781273247.276,vpd_kpa,0.6225
1781273253.494,dew_point_c,19.55
1781273253.494,fruiting_score,84.2
1781273264.672,temperature_c,23.68
1781273264.672,humidity_pct,78.92
1781273264.672,co2_ppm,942.3
1781273264.672,vpd_kpa,0.617
1781273264.672,temperature_c,24.11
1781273264.672,humidity_pct,78.96
1781273264.672,co2_ppm,1098.6
1781273264.672,vpd_kpa,0.6321
1781273270.886,dew_point_c,19.64
1781273270.886,fruiting_score,84.7
1781273282.061,temperature_c,23.68
1781273282.061,humidity_pct,78.56
1781273282.061,co2_ppm,964.2
1781273282.061,vpd_kpa,0.6276
1781273282.061,temperature_c,23.64
1781273282.061,humidity_pct,80.95
1781273282.061,co2_ppm,1105.7
1781273282.061,vpd_kpa,0.5564
1781273288.301,dew_point_c,19.81
1781273288.301,fruiting_score,82.5
1781273299.480,temperature_c,23.58
1781273299.480,humidity_pct,79.76
1781273299.480,co2_ppm,973.7
1781273299.480,vpd_kpa,0.5887
1781273299.480,temperature_c,23.41
1781273299.480,humidity_pct,79.02
1781273299.480,co2_ppm,1120.3
1781273299.480,vpd_kpa,0.6042
1781273305.739,dew_point_c,19.73
1781273305.739,fruiting_score,81.0
1781273316.913,temperature_c,23.63
1781273316.913,humidity_pct,79.17
1781273316.913,co2_ppm,995.9
1781273316.913,vpd_kpa,0.6077
1781273316.913,temperature_c,23.54
1781273316.913,humidity_pct,80.42
1781273316.913,co2_ppm,1137.2
1781273316.913,vpd_kpa,0.5683
1781273323.138,dew_point_c,19.88
1781273323.138,fruiting_score,83.0
1781273334.318,temperature_c,23.34
1781273334.318,humidity_pct,79.86
1781273334.318,co2_ppm,1018.4
1781273334.318,vpd_kpa,0.5776
1781273334.318,temperature_c,23.53
1781273334.318,humidity_pct,79.38
1781273334.318,co2_ppm,1144.1
1781273334.318,vpd_kpa,0.5982
1781273340.543,dew_point_c,19.81
1781273340.543,fruiting_score,81.0
1781273351.723,temperature_c,23.63
1781273351.723,humidity_pct,80.19
1781273351.723,co2_ppm,1030.5
1781273351.723,vpd_kpa,0.5781
1781273351.723,temperature_c,23.37
1781273351.723,humidity_pct,78.32
1781273351.723,co2_ppm,1167.5
1781273351.723,vpd_kpa,0.6229
1781273357.947,dew_point_c,19.67
1781273357.947,fruiting_score,81.5
1781273369.124,temperature_c,23.49
1781273369.124,humidity_pct,79.88
1781273369.124,co2_ppm,1052.5
1781273369.124,vpd_kpa,0.5821
1781273369.124,temperature_c,23.38
1781273369.124,humidity_pct,78.97
1781273369.124,co2_ppm,1181.4
1781273369.124,vpd_kpa,0.6043
1781273375.356,dew_point_c,20.01
1781273375.356,fruiting_score,81.7
1781273386.548,temperature_c,23.45
1781273386.548,humidity_pct,78.68
1781273386.548,co2_ppm,1065.1
1781273386.548,vpd_kpa,0.6154
1781273386.548,temperature_c,23.55
1781273386.548,humidity_pct,79.39
1781273386.548,co2_ppm,1191.0
1781273386.548,vpd_kpa,0.5984
1781273392.762,dew_point_c,19.82
1781273392.762,fruiting_score,80.3
1781273403.942,temperature_c,23.35
1781273403.942,humidity_pct,79.67
1781273403.942,co2_ppm,1087.6
1781273403.942,vpd_kpa,0.5832
1781273403.943,temperature_c,23.65
1781273403.943,humidity_pct,78.01
1781273403.943,co2_ppm,1197.0
1781273403.943,vpd_kpa,0.6426
1781273410.167,dew_point_c,19.53
1781273410.167,fruiting_score,77.4
1781273421.366,temperature_c,23.37
1781273421.366,humidity_pct,79.73
1781273421.366,co2_ppm,1095.6
1781273421.366,vpd_kpa,0.5821
1781273421.366,temperature_c,23.74
1781273421.366,humidity_pct,78.57
1781273421.366,co2_ppm,1214.4
1781273421.366,vpd_kpa,0.6294
1781273427.644,dew_point_c,19.64
1781273427.644,fruiting_score,78.6
1781273438.879,temperature_c,23.58
1781273438.879,humidity_pct,79.77
1781273438.879,co2_ppm,1110.4
1781273438.879,vpd_kpa,0.5884
1781273438.879,temperature_c,23.28
1781273438.879,humidity_pct,79.58
1781273438.879,co2_ppm,1219.5
1781273438.879,vpd_kpa,0.5834
1781273445.129,dew_point_c,19.67
1781273445.129,fruiting_score,78.4
1781273456.374,temperature_c,23.76
1781273456.374,humidity_pct,78.65
1781273456.374,co2_ppm,1121.1
1781273456.374,vpd_kpa,0.6279
1781273456.374,temperature_c,23.28
1781273456.374,humidity_pct,78.62
1781273456.374,co2_ppm,1242.2
1781273456.374,vpd_kpa,0.6109
1781273462.617,dew_point_c,19.88
1781273462.617,fruiting_score,77.9
1781273473.902,temperature_c,23.41
1781273473.902,humidity_pct,79.12
1781273473.902,co2_ppm,1134.4
1781273473.902,vpd_kpa,0.6011
1781273473.902,temperature_c,23.47
1781273473.902,humidity_pct,78.67
1781273473.902,co2_ppm,1252.8
1781273473.902,vpd_kpa,0.6166
1781273480.138,dew_point_c,19.83
1781273480.138,fruiting_score,75.3
1781273491.331,temperature_c,23.39
1781273491.331,humidity_pct,79.28
1781273491.331,co2_ppm,1146.9
1781273491.331,vpd_kpa,0.596
1781273491.331,temperature_c,23.26
1781273491.331,humidity_pct,78.42
1781273491.331,co2_ppm,1263.5
1781273491.331,vpd_kpa,0.6158
1781273497.569,dew_point_c,19.58
1781273497.569,fruiting_score,75.7
1781273508.785,temperature_c,23.63
1781273508.785,humidity_pct,79.24
1781273508.785,co2_ppm,1165.9
1781273508.785,vpd_kpa,0.6058
1781273508.785,temperature_c,23.46
1781273508.785,humidity_pct,79.24
1781273508.785,co2_ppm,1270.0
1781273508.785,vpd_kpa,0.5995
1781273515.134,dew_point_c,19.6
1781273515.134,fruiting_score,75.6
1781273526.377,temperature_c,23.67
1781273526.377,humidity_pct,79.36
1781273526.377,co2_ppm,1180.6
1781273526.377,vpd_kpa,0.6035
1781273526.377,temperature_c,23.54
1781273526.377,humidity_pct,78.64
1781273526.377,co2_ppm,1289.1
1781273526.377,vpd_kpa,0.6202
1781273532.624,dew_point_c,19.82
1781273532.624,fruiting_score,74.8
1781273543.834,temperature_c,23.52
1781273543.834,humidity_pct,78.66
1781273543.834,co2_ppm,1193.1
1781273543.835,vpd_kpa,0.6187
1781273543.835,temperature_c,23.53
1781273543.835,humidity_pct,79.2
1781273543.835,co2_ppm,1304.7
1781273543.835,vpd_kpa,0.6032
1781273550.087,dew_point_c,19.89
1781273550.087,fruiting_score,74.4
1781273561.292,temperature_c,23.29
1781273561.292,humidity_pct,78.54
1781273561.292,co2_ppm,1214.0
1781273561.292,vpd_kpa,0.6136
1781273561.292,temperature_c,23.23
1781273561.292,humidity_pct,79.98
1781273561.292,co2_ppm,1312.7
1781273561.292,vpd_kpa,0.5703
1781273567.532,dew_point_c,19.6
1781273567.532,fruiting_score,72.6
1781273578.746,temperature_c,23.49
1781273578.746,humidity_pct,79.27
1781273578.746,co2_ppm,1236.3
1781273578.746,vpd_kpa,0.6
1781273578.746,temperature_c,23.4
1781273578.746,humidity_pct,78.3
1781273578.746,co2_ppm,1335.5
1781273578.746,vpd_kpa,0.6246
1781273585.023,dew_point_c,19.35
1781273585.023,fruiting_score,71.6
1781273596.240,temperature_c,23.37
1781273596.240,humidity_pct,79.21
1781273596.240,co2_ppm,1251.4
1781273596.240,vpd_kpa,0.5973
1781273596.240,temperature_c,23.38
1781273596.240,humidity_pct,79.32
1781273596.240,co2_ppm,1343.1
1781273596.240,vpd_kpa,0.5944
1781273602.510,dew_point_c,19.69
1781273602.510,fruiting_score,72.2
1781273613.711,temperature_c,23.28
1781273613.711,humidity_pct,78.76
1781273613.711,co2_ppm,1269.8
1781273613.711,vpd_kpa,0.6067
1781273613.711,temperature_c,23.27
1781273613.711,humidity_pct,78.87
1781273613.711,co2_ppm,651.7
1781273613.711,vpd_kpa,0.6035
1781273619.949,dew_point_c,19.56
1781273619.949,fruiting_score,71.5
1781273631.158,temperature_c,23.66
1781273631.158,humidity_pct,79.29
1781273631.158,co2_ppm,1283.5
1781273631.158,vpd_kpa,0.6058
1781273631.158,temperature_c,23.59
1781273631.158,humidity_pct,79.14
1781273631.158,co2_ppm,660.8
1781273631.158,vpd_kpa,0.6073
1781273637.396,dew_point_c,19.38
1781273637.396,fruiting_score,69.9
1781273649.164,temperature_c,23.47
1781273649.164,humidity_pct,79.31
1781273649.164,co2_ppm,1298.0
1781273649.164,vpd_kpa,0.5981
1781273649.164,temperature_c,23.53
1781273649.164,humidity_pct,79.1
1781273649.164,co2_ppm,678.3
1781273649.164,vpd_kpa,0.6062
1781273655.406,dew_point_c,19.86
1781273655.406,fruiting_score,70.4
1781273666.632,temperature_c,23.71
1781273666.632,humidity_pct,79.55
1781273666.632,co2_ppm,1310.1
1781273666.632,vpd_kpa,0.5997
1781273666.632,temperature_c,23.49
1781273666.632,humidity_pct,78.89
1781273666.632,co2_ppm,691.5
1781273666.632,vpd_kpa,0.6108
1781273675.809,dew_point_c,19.68
1781273675.809,fruiting_score,69.9
1781273687.378,temperature_c,23.6
1781273687.378,humidity_pct,78.75
1781273687.378,co2_ppm,1331.0
1781273687.378,vpd_kpa,0.6191
1781273687.378,temperature_c,23.65
1781273687.378,humidity_pct,79.52
1781273687.378,co2_ppm,703.9
1781273687.378,vpd_kpa,0.5984
1781273693.757,dew_point_c,19.96
1781273693.757,fruiting_score,70.0
1781273707.540,temperature_c,23.61
1781273707.540,humidity_pct,79.31
1781273707.540,co2_ppm,1345.4
1781273707.540,vpd_kpa,0.6028
1781273707.540,temperature_c,23.48
1781273707.540,humidity_pct,79.88
1781273707.540,co2_ppm,726.2
1781273707.540,vpd_kpa,0.5816
1781273713.785,dew_point_c,19.69
1781273713.785,fruiting_score,67.6
1781273724.996,temperature_c,23.43
1781273724.996,humidity_pct,78.25
1781273724.996,co2_ppm,1354.0
1781273724.996,vpd_kpa,0.6268
1781273724.996,temperature_c,23.62
1781273724.996,humidity_pct,78.83
1781273724.996,co2_ppm,732.3
1781273724.996,vpd_kpa,0.6174
1781273731.263,dew_point_c,19.82
1781273731.263,fruiting_score,68.2
1781273742.470,temperature_c,23.44
1781273742.470,humidity_pct,78.14
1781273742.470,co2_ppm,1378.1
1781273742.470,vpd_kpa,0.6307
1781273742.470,temperature_c,23.68
1781273742.470,humidity_pct,79.23
1781273742.470,co2_ppm,747.1
1781273742.470,vpd_kpa,0.6079
1781273748.716,dew_point_c,19.43
1781273748.716,fruiting_score,65.7
1781273759.933,temperature_c,23.41
1781273759.933,humidity_pct,80.15
1781273759.933,co2_ppm,1400.6
1781273759.933,vpd_kpa,0.5716
1781273759.933,temperature_c,23.54
1781273759.933,humidity_pct,78.66
1781273759.933,co2_ppm,766.8
1781273759.933,vpd_kpa,0.6196
1781273766.190,dew_point_c,19.41
1781273766.190,fruiting_score,64.6
1781273777.429,temperature_c,23.43
1781273777.429,humidity_pct,78.09
1781273777.429,co2_ppm,1422.1
1781273777.429,vpd_kpa,0.632
1781273777.429,temperature_c,23.52
1781273777.429,humidity_pct,78.59
1781273777.429,co2_ppm,789.8
1781273777.429,vpd_kpa,0.6205
1781273783.715,dew_point_c,19.79
1781273783.715,fruiting_score,67.8
1781273794.916,temperature_c,23.26
1781273794.916,humidity_pct,79.08
1781273794.916,co2_ppm,1430.8
1781273794.916,vpd_kpa,0.5973
1781273794.916,temperature_c,23.57
1781273794.916,humidity_pct,78.94
1781273794.916,co2_ppm,796.4
1781273794.916,vpd_kpa,0.6125
1781273801.164,dew_point_c,19.39
1781273801.164,fruiting_score,62.9
1781273812.371,temperature_c,23.54
1781273812.371,humidity_pct,79.77
1781273812.371,co2_ppm,1445.8
1781273812.371,vpd_kpa,0.5871
1781273812.371,temperature_c,23.65
1781273812.371,humidity_pct,79.4
1781273812.371,co2_ppm,812.1
1781273812.371,vpd_kpa,0.6017
1781273818.627,dew_point_c,19.43
1781273818.627,fruiting_score,64.5
1781273829.902,temperature_c,23.39
1781273829.902,humidity_pct,80.25
1781273829.902,co2_ppm,1467.4
1781273829.902,vpd_kpa,0.5679
1781273829.902,temperature_c,23.5
1781273829.902,humidity_pct,78.8
1781273829.902,co2_ppm,832.2
1781273829.902,vpd_kpa,0.6136
1781273836.156,dew_point_c,19.84
1781273836.156,fruiting_score,65.3
1781273847.368,temperature_c,23.52
1781273847.368,humidity_pct,78.64
1781273847.368,co2_ppm,1480.4
1781273847.368,vpd_kpa,0.6192
1781273847.368,temperature_c,23.47
1781273847.368,humidity_pct,79.69
1781273847.368,co2_ppm,843.2
1781273847.368,vpd_kpa,0.5871
1781273853.616,dew_point_c,19.79
1781273853.616,fruiting_score,65.5
1781273865.202,temperature_c,22.96
1781273865.202,humidity_pct,79.27
1781273865.202,co2_ppm,1495.4
1781273865.202,vpd_kpa,0.5809
1781273865.203,temperature_c,23.46
1781273865.203,humidity_pct,79.88
1781273865.203,co2_ppm,855.4
1781273865.203,vpd_kpa,0.581
1781273871.462,dew_point_c,19.59
1781273871.462,fruiting_score,61.8
1781273882.667,temperature_c,23.55
1781273882.667,humidity_pct,78.42
1781273882.667,co2_ppm,1511.0
1781273882.667,vpd_kpa,0.6265
1781273882.667,temperature_c,23.36
1781273882.667,humidity_pct,78.24
1781273882.667,co2_ppm,865.3
1781273882.667,vpd_kpa,0.6247
1781273888.908,dew_point_c,19.18
1781273888.908,fruiting_score,62.5
1781273900.112,temperature_c,23.32
1781273900.112,humidity_pct,78.94
1781273900.112,co2_ppm,1535.1
1781273900.112,vpd_kpa,0.6034
1781273900.112,temperature_c,23.41
1781273900.112,humidity_pct,78.6
1781273900.112,co2_ppm,871.5
1781273900.112,vpd_kpa,0.6164
1781273908.319,dew_point_c,19.58
1781273908.319,fruiting_score,60.2
1781273919.526,temperature_c,23.38
1781273919.526,humidity_pct,78.46
1781273919.526,co2_ppm,1548.0
1781273919.526,vpd_kpa,0.6189
1781273919.526,temperature_c,23.48
1781273919.526,humidity_pct,78.77
1781273919.526,co2_ppm,888.4
1781273919.526,vpd_kpa,0.6138
1781273925.778,dew_point_c,19.46
1781273925.778,fruiting_score,60.3
1781273936.985,temperature_c,23.4
1781273936.985,humidity_pct,78.94
1781273936.985,co2_ppm,1561.6
1781273936.985,vpd_kpa,0.6061
1781273936.985,temperature_c,23.46
1781273936.985,humidity_pct,78.78
1781273936.985,co2_ppm,904.7
1781273936.985,vpd_kpa,0.6129
1781273943.340,dew_point_c,19.42
1781273943.340,fruiting_score,58.9
1781273954.550,temperature_c,23.58
1781273954.550,humidity_pct,79.02
1781273954.550,co2_ppm,1567.3
1781273954.550,vpd_kpa,0.6103
1781273954.550,temperature_c,23.54
1781273954.550,humidity_pct,78.54
1781273954.550,co2_ppm,916.1
1781273954.550,vpd_kpa,0.6227
1781273960.778,dew_point_c,19.54
1781273960.778,fruiting_score,59.3
1781273971.971,temperature_c,23.47
1781273971.971,humidity_pct,78.56
1781273971.971,co2_ppm,1582.7
1781273971.971,vpd_kpa,0.6197
1781273971.971,temperature_c,23.7
1781273971.971,humidity_pct,79.91
1781273971.971,co2_ppm,922.2
1781273971.971,vpd_kpa,0.5888
1781273978.189,dew_point_c,19.73
1781273978.189,fruiting_score,59.3
1781273989.377,temperature_c,23.47
1781273989.377,humidity_pct,79.87
1781273989.377,co2_ppm,636.9
1781273989.377,vpd_kpa,0.582
1781273989.377,temperature_c,23.39
1781273989.377,humidity_pct,79.74
1781273989.377,co2_ppm,934.1
1781273989.377,vpd_kpa,0.5827
1781273995.595,dew_point_c,19.53
1781273995.595,fruiting_score,57.8
1781274006.847,temperature_c,23.43
1781274006.847,humidity_pct,80.31
1781274006.847,co2_ppm,661.6
1781274006.847,vpd_kpa,0.5679
1781274006.847,temperature_c,23.2
1781274006.847,humidity_pct,80.18
1781274006.847,co2_ppm,943.4
1781274006.847,vpd_kpa,0.5635
1781274013.074,dew_point_c,19.79
1781274013.074,fruiting_score,89.7
1781274024.268,temperature_c,23.45
1781274024.268,humidity_pct,77.97
1781274024.268,co2_ppm,677.1
1781274024.268,vpd_kpa,0.6362
1781274024.268,temperature_c,23.51
1781274024.268,humidity_pct,79.38
1781274024.268,co2_ppm,950.2
1781274024.268,vpd_kpa,0.5975
1781274030.496,dew_point_c,19.84
1781274030.496,fruiting_score,90.6
1781274043.109,temperature_c,23.47
1781274043.109,humidity_pct,79.01
1781274043.109,co2_ppm,687.3
1781274043.109,vpd_kpa,0.6065
1781274043.109,temperature_c,23.53
1781274043.109,humidity_pct,79.4
1781274043.109,co2_ppm,957.8
1781274043.109,vpd_kpa,0.5976
1781274049.339,dew_point_c,19.39
1781274049.339,fruiting_score,85.9
1781274060.516,temperature_c,23.54
1781274060.516,humidity_pct,78.69
1781274060.516,co2_ppm,703.1
1781274060.516,vpd_kpa,0.6187
1781274060.516,temperature_c,23.36
1781274060.516,humidity_pct,79.69
1781274060.516,co2_ppm,974.0
1781274060.516,vpd_kpa,0.5832
1781274066.766,dew_point_c,19.62
1781274066.766,fruiting_score,88.0
1781274077.953,temperature_c,23.47
1781274077.953,humidity_pct,79.54
1781274077.953,co2_ppm,710.1
1781274077.953,vpd_kpa,0.5911
1781274077.953,temperature_c,23.25
1781274077.953,humidity_pct,80.22
1781274077.953,co2_ppm,995.3
1781274077.953,vpd_kpa,0.564
1781274084.211,dew_point_c,19.62
1781274084.211,fruiting_score,87.4
1781274095.393,temperature_c,23.44
1781274095.393,humidity_pct,81.17
1781274095.393,co2_ppm,723.9
1781274095.393,vpd_kpa,0.5434
1781274095.393,temperature_c,23.57
1781274095.393,humidity_pct,79.95
1781274095.393,co2_ppm,1017.9
1781274095.393,vpd_kpa,0.5829
1781274101.607,dew_point_c,19.73
1781274101.607,fruiting_score,89.1
1781274113.848,temperature_c,23.63
1781274113.848,humidity_pct,78.79
1781274113.848,co2_ppm,730.0
1781274113.848,vpd_kpa,0.619
1781274113.848,temperature_c,23.64
1781274113.848,humidity_pct,78.58
1781274113.848,co2_ppm,1041.2
1781274113.848,vpd_kpa,0.6257
1781274120.363,dew_point_c,20.03
1781274120.363,fruiting_score,92.3
1781274131.974,temperature_c,23.61
1781274131.974,humidity_pct,78.52
1781274131.974,co2_ppm,751.5
1781274131.974,vpd_kpa,0.6259
1781274131.974,temperature_c,23.61
1781274131.974,humidity_pct,79.15
1781274131.974,co2_ppm,1056.4
1781274131.974,vpd_kpa,0.6077
1781274138.244,dew_point_c,19.73
1781274138.244,fruiting_score,87.6
1781274149.493,temperature_c,23.45
1781274149.493,humidity_pct,80.02
1781274149.493,co2_ppm,756.7
1781274149.493,vpd_kpa,0.5767
1781274149.493,temperature_c,23.5
1781274149.493,humidity_pct,79.05
1781274149.493,co2_ppm,1066.1
1781274149.493,vpd_kpa,0.6065
1781274155.780,dew_point_c,19.66
1781274155.780,fruiting_score,87.0
1781274167.026,temperature_c,23.52
1781274167.026,humidity_pct,79.74
1781274167.026,co2_ppm,778.0
1781274167.026,vpd_kpa,0.5871
1781274167.026,temperature_c,23.53
1781274167.026,humidity_pct,79.24
1781274167.026,co2_ppm,1073.5
1781274167.026,vpd_kpa,0.6023
1781274173.315,dew_point_c,19.81
1781274173.315,fruiting_score,90.0
1781274184.502,temperature_c,23.13
1781274184.502,humidity_pct,78.23
1781274184.502,co2_ppm,699.5
1781274184.502,vpd_kpa,0.6163
1781274184.502,temperature_c,23.51
1781274184.502,humidity_pct,78.22
1781274184.502,co2_ppm,1086.5
1781274184.502,vpd_kpa,0.6309
1781274190.756,dew_point_c,19.82
1781274190.756,fruiting_score,89.5
1781274201.939,temperature_c,23.49
1781274201.939,humidity_pct,78.71
1781274201.939,co2_ppm,712.7
1781274201.939,vpd_kpa,0.6161
1781274201.939,temperature_c,23.46
1781274201.939,humidity_pct,79.13
1781274201.939,co2_ppm,1105.4
1781274201.939,vpd_kpa,0.6029
1781274208.180,dew_point_c,19.13
1781274208.180,fruiting_score,86.5
1781274219.367,temperature_c,23.41
1781274219.367,humidity_pct,79.73
1781274219.367,co2_ppm,723.0
1781274219.367,vpd_kpa,0.5839
1781274219.367,temperature_c,23.3
1781274219.367,humidity_pct,79.23
1781274219.367,co2_ppm,1119.9
1781274219.367,vpd_kpa,0.5944
1781274225.595,dew_point_c,19.58
1781274225.595,fruiting_score,87.4
1781274236.777,temperature_c,23.49
1781274236.777,humidity_pct,79.27
1781274236.777,co2_ppm,626.1
1781274236.777,vpd_kpa,0.5997
1781274236.777,temperature_c,23.69
1781274236.777,humidity_pct,79.57
1781274236.777,co2_ppm,1133.2
1781274236.777,vpd_kpa,0.5983
1781274243.009,dew_point_c,19.71
1781274243.009,fruiting_score,89.5
1781274254.200,temperature_c,23.45
1781274254.200,humidity_pct,78.73
1781274254.200,co2_ppm,637.7
1781274254.200,vpd_kpa,0.614
1781274254.200,temperature_c,23.93
1781274254.200,humidity_pct,78.74
1781274254.200,co2_ppm,1151.2
1781274254.200,vpd_kpa,0.6317
1781274260.425,dew_point_c,19.69
1781274260.425,fruiting_score,88.5
1781274271.607,temperature_c,23.35
1781274271.607,humidity_pct,78.52
1781274271.607,co2_ppm,652.5
1781274271.607,vpd_kpa,0.6163
1781274271.607,temperature_c,23.45
1781274271.607,humidity_pct,80.16
1781274271.607,co2_ppm,719.2
1781274271.607,vpd_kpa,0.5726
1781274277.881,dew_point_c,19.54
1781274277.881,fruiting_score,87.5
1781274289.089,temperature_c,23.48
1781274289.089,humidity_pct,79.31
1781274289.089,co2_ppm,676.4
1781274289.089,vpd_kpa,0.5983
1781274289.089,temperature_c,23.49
1781274289.089,humidity_pct,80.38
1781274289.089,co2_ppm,732.2
1781274289.089,vpd_kpa,0.5679
1781274295.332,dew_point_c,19.4
1781274295.332,fruiting_score,87.0
1781274306.535,temperature_c,23.02
1781274306.535,humidity_pct,78.96
1781274306.535,co2_ppm,691.3
1781274306.535,vpd_kpa,0.5919
1781274306.535,temperature_c,23.23
1781274306.535,humidity_pct,79.4
1781274306.535,co2_ppm,756.0
1781274306.535,vpd_kpa,0.5867
1781274312.784,dew_point_c,19.69
1781274312.784,fruiting_score,88.6
1781274323.992,temperature_c,23.45
1781274323.992,humidity_pct,78.57
1781274323.992,co2_ppm,702.6
1781274323.992,vpd_kpa,0.6188
1781274323.992,temperature_c,23.43
1781274323.992,humidity_pct,79.54
1781274323.992,co2_ppm,779.6
1781274323.992,vpd_kpa,0.59
1781274330.244,dew_point_c,19.17
1781274330.244,fruiting_score,87.9
1781274341.448,temperature_c,23.24
1781274341.448,humidity_pct,79.23
1781274341.448,co2_ppm,719.4
1781274341.448,vpd_kpa,0.592
1781274341.448,temperature_c,23.49
1781274341.448,humidity_pct,78.94
1781274341.448,co2_ppm,800.9
1781274341.448,vpd_kpa,0.6095
1781274347.696,dew_point_c,19.51
1781274347.696,fruiting_score,87.1
1781274358.886,temperature_c,23.66
1781274358.886,humidity_pct,79.67
1781274358.886,co2_ppm,731.9
1781274358.886,vpd_kpa,0.5943
1781274358.886,temperature_c,23.77
1781274358.886,humidity_pct,79.67
1781274358.886,co2_ppm,810.7
1781274358.886,vpd_kpa,0.5984
1781274365.136,dew_point_c,19.44
1781274365.136,fruiting_score,88.5
1781274376.327,temperature_c,23.51
1781274376.327,humidity_pct,79.12
1781274376.327,co2_ppm,754.2
1781274376.327,vpd_kpa,0.6048
1781274376.327,temperature_c,23.5
1781274376.327,humidity_pct,79.12
1781274376.327,co2_ppm,816.5
1781274376.327,vpd_kpa,0.6045
1781274382.715,dew_point_c,19.94
1781274382.715,fruiting_score,89.3
1781274393.918,temperature_c,23.43
1781274393.918,humidity_pct,79.75
1781274393.918,co2_ppm,773.9
1781274393.918,vpd_kpa,0.5837
1781274393.918,temperature_c,23.45
1781274393.918,humidity_pct,78.96
1781274393.918,co2_ppm,834.3
1781274393.918,vpd_kpa,0.6075
1781274400.172,dew_point_c,19.68
1781274400.172,fruiting_score,88.2
1781274411.372,temperature_c,23.44
1781274411.372,humidity_pct,79.08
1781274411.372,co2_ppm,786.9
1781274411.372,vpd_kpa,0.6036
1781274411.372,temperature_c,23.26
1781274411.372,humidity_pct,79.89
1781274411.372,co2_ppm,643.2
1781274411.372,vpd_kpa,0.5739
1781274417.611,dew_point_c,19.73
1781274417.611,fruiting_score,89.5
1781274428.822,temperature_c,23.37
1781274428.822,humidity_pct,78.62
1781274428.822,co2_ppm,807.0
1781274428.822,vpd_kpa,0.6144
1781274428.822,temperature_c,23.73
1781274428.822,humidity_pct,80.55
1781274428.822,co2_ppm,651.9
1781274428.822,vpd_kpa,0.5713
1781274435.064,dew_point_c,19.61
1781274435.064,fruiting_score,88.2
1781274446.269,temperature_c,23.33
1781274446.269,humidity_pct,79.8
1781274446.269,co2_ppm,829.8
1781274446.269,vpd_kpa,0.579
1781274446.269,temperature_c,23.6
1781274446.269,humidity_pct,78.85
1781274446.269,co2_ppm,672.8
1781274446.269,vpd_kpa,0.616
